63,8.6447298362,0.0,0.0
78,3.41717412008,0.0,0.0
7,0.0548162849154,0.0,0.0
7,0.498159758747,0.0,0.0
72,741.188522339,0.0,0.0
75,732.394454956,3.0,0.0
75,706.533519745,0.0,0.0
75,685.640295029,0.0,0.0
75,665.259755135,0.0,0.0
75,645.367424965,1.0,0.0
75,626.251552582,0.0,0.0
75,607.698544502,0.0,0.0
75,589.785842419,0.0,0.0
76,579.71914053,0.0,0.0
73,710.372003555,0.0,0.0
76,715.667122841,0.0,0.0
76,694.13657856,0.0,0.0
76,673.529016495,0.0,0.0
76,654.97516346,0.0,0.0
76,634.618938446,6.0,0.0
75,609.363801479,0.0,0.0
76,597.052900314,0.0,0.0
76,578.715073586,0.0,0.0
76,561.192376614,0.0,0.0
76,544.486979485,0.0,0.0
76,528.047472,0.0,0.0
76,512.284811497,0.0,0.0
75,490.439843178,0.0,0.0
76,482.205866337,0.0,0.0
76,467.775943756,0.0,0.0
74,441.990966797,0.0,0.0
76,440.505535603,0.0,0.0
76,427.320062637,1.0,0.0
76,414.521224022,0.0,0.0
76,402.157059193,0.0,0.0
76,390.084122658,0.0,0.0
75,373.481461525,4.0,0.0
75,362.457596302,0.0,0.0
76,356.353833199,0.0,0.0
76,345.718952656,4.0,0.0
76,335.399387836,0.0,0.0
75,321.130970478,1.0,0.0
75,311.642805576,3.0,0.0
75,302.440882683,0.0,0.0
75,293.532576799,0.0,0.0
73,277.399170399,0.0,0.0
75,276.685706854,2.0,0.0
76,271.95946002,0.0,0.0
76,263.945850611,4.0,0.0
76,255.976449728,0.0,0.0
76,248.413047791,1.0,0.0
76,240.921792507,1.0,0.0
74,227.662140608,0.0,0.0
76,226.990598679,1.0,0.0
76,220.127245665,0.0,0.0
76,213.501630783,1.0,0.0
76,207.182503223,0.0,0.0
76,201.040115356,0.0,0.0
76,194.999134064,0.0,0.0
75,186.660552979,0.0,0.0
76,183.550434589,3.0,0.0
76,178.122442245,4.0,0.0
75,170.630429029,0.0,0.0
76,167.694815874,0.0,0.0
76,162.672698021,0.0,0.0
76,157.799281836,0.0,0.0
76,153.067400217,0.0,0.0
76,148.547424197,6.0,0.0
75,142.310984612,0.0,0.0
76,139.766354084,0.0,0.0
75,133.981645226,0.0,0.0
75,130.02148366,2.0,0.0
76,127.85139966,2.0,0.0
75,122.498375654,0.0,0.0
76,120.375210881,0.0,0.0
76,116.743626475,0.0,0.0
76,113.298218369,0.0,0.0
76,109.864866257,0.0,0.0
76,106.556652546,0.0,0.0
76,103.527280807,0.0,0.0
76,100.31793797,0.0,0.0
76,97.2910767794,0.0,0.0
76,94.4973944426,4.0,0.0
76,91.6428177357,0.0,0.0
76,88.9648878574,0.0,0.0
75,85.1330982447,9.0,0.0
76,83.8907901049,0.0,0.0
76,81.2654520273,1.0,0.0
76,78.8622334003,1.0,0.0
76,76.4409512281,4.0,0.0
76,74.2429767251,0.0,0.0
75,71.0934469104,9.0,0.0
76,70.2151293755,0.0,0.0
76,68.0076823831,7.0,0.0
76,66.0116673112,0.0,0.0
76,64.1068439484,0.0,0.0
76,62.2370086312,0.0,0.0
75,59.5110381246,0.0,0.0
75,57.7444915175,0.0,0.0
75,56.0625947118,0.0,0.0
76,55.0881436467,0.0,0.0
76,53.4635767937,7.0,0.0
75,51.4043111801,1.0,0.0
76,50.6188174486,0.0,0.0
75,48.4230539203,0.0,0.0
76,47.5117806792,2.0,0.0
76,46.2299407125,9.0,0.0
76,44.8662920594,0.0,0.0
76,43.4396762848,2.0,0.0
76,42.0952810049,0.0,0.0
76,41.1095778346,0.0,0.0
76,39.8185847998,2.0,0.0
76,38.7518946826,5.0,0.0
76,37.9088073969,0.0,0.0
76,36.3510455489,0.0,0.0
76,35.3301095366,0.0,0.0
75,33.7773238122,0.0,0.0
76,33.1248361766,0.0,0.0
76,32.2614236176,3.0,0.0
76,31.346254915,2.0,0.0
76,30.2358854413,5.0,0.0
76,29.5524207652,0.0,0.0
76,28.4037927985,5.0,0.0
75,27.4924399257,6.0,1.0
76,27.3876801133,4.0,0.0
76,26.1991190016,0.0,0.0
76,25.5384639502,0.0,0.0
76,24.832018137,3.0,0.0
76,23.9769367576,0.0,0.0
75,23.1659874022,1.0,0.0
76,22.955544889,0.0,0.0
75,21.8470067978,7.0,1.0
76,21.5468766093,2.0,0.0
76,20.9330467582,3.0,0.0
76,19.981328398,1.0,0.0
76,19.5033010691,1.0,0.0
75,18.7030963153,4.0,0.0
75,18.5685304999,12.0,1.0
76,18.062160328,8.0,0.0
75,17.4562021941,4.0,0.0
76,17.2382147014,2.0,0.0
